Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3
,,,,,,,,233,44032,12576,6004
,,,,,,,,234,47112,13452,6420
,,,,,,,,235,46764,13356,6376
,,,,,,,,236,45604,13024,6220
,,,,,,,,237,43892,12536,5984
,,,,,,,,238,41000,11708,5592
,,,,,,,,239,37188,10620,5068
,,,,,,,,240,33872,9672,4616
,,,,,,,,241,31768,9076,4332
,,,,,,,,242,30716,8772,4188
,,,,,,,,243,30232,8632,4120
,,,,,,,,244,30368,8672,4140
,,,,,,,,245,31320,8944,4268
,,,,,,,,246,34452,9836,4696
,,,,,,,,247,39964,11416,5452
,,,,,,,,248,42888,12248,5848
,,,,,,,,249,42892,12248,5848
,,,,,,,,250,42636,12176,5812
,,,,,,,,251,42484,12132,5792
,,,,,,,,252,42144,12036,5744
,,,,,,,,253,41552,11864,5664
,,,,,,,,254,41312,11800,5632
,,,,,,,,255,40920,11684,5576
,,,,,,,,256,41196,11764,5616
,,,,,,,,257,43860,12524,5980
,,,,,,,,258,47124,13460,6424
,,,,,,,,259,46948,13408,6400
,,,,,,,,260,45792,13080,6240
,,,,,,,,261,44036,12576,6004
,,,,,,,,262,41020,11716,5592
,,,,,,,,263,37100,10596,5060
,,,,,,,,264,33648,9608,4584
,,,,,,,,265,31368,8956,4276
,,,,,,,,266,30116,8600,4104
,,,,,,,,267,29524,8432,4024
,,,,,,,,268,29512,8428,4020
,,,,,,,,269,30428,8688,4148
,,,,,,,,270,33288,9504,4540
,,,,,,,,271,38432,10976,5240
,,,,,,,,272,41988,11992,5724
,,,,,,,,273,42976,12272,5856
,,,,,,,,274,43676,12476,5956
,,,,,,,,275,44292,12648,6036
,,,,,,,,276,44448,12692,6060
,,,,,,,,277,44272,12644,6036
,,,,,,,,278,44076,12588,6008
,,,,,,,,279,43492,12420,5928
,,,,,,,,280,43388,12392,5916
,,,,,,,,281,45456,12984,6200
,,,,,,,,282,47804,13652,6520
,,,,,,,,283,47320,13512,6452
,,,,,,,,284,45916,13112,6260
,,,,,,,,285,43988,12560,5996
,,,,,,,,286,40896,11680,5572
,,,,,,,,287,37004,10568,5044
,,,,,,,,288,33620,9600,4584
,,,,,,,,289,31244,8924,4260
,,,,,,,,290,30052,8580,4096
,,,,,,,,291,29484,8420,4016
,,,,,,,,292,29376,8392,4004
,,,,,,,,293,30168,8616,4112
,,,,,,,,294,32868,9388,4480
,,,,,,,,295,38004,10852,5180
,,,,,,,,296,41360,11812,5636
,,,,,,,,297,42012,12000,5728
,,,,,,,,298,42192,12048,5752
,,,,,,,,299,42248,12064,5760
,,,,,,,,300,42064,12012,5736
,,,,,,,,301,41680,11904,5684
,,,,,,,,302,41512,11856,5660
,,,,,,,,303,41356,11812,5636
,,,,,,,,304,41956,11980,5720
,,,,,,,,305,44564,12728,6076
,,,,,,,,306,47180,13476,6432
,,,,,,,,307,46752,13352,6376
,,,,,,,,308,45556,13012,6212
,,,,,,,,309,44040,12580,6004
,,,,,,,,310,41780,11932,5696
,,,,,,,,311,38748,11064,5284
,,,,,,,,312,35724,10200,4868
,,,,,,,,313,33364,9528,4548
,,,,,,,,314,31984,9136,4360
,,,,,,,,315,31208,8916,4256
,,,,,,,,316,30968,8844,4220
,,,,,,,,317,31292,8936,4264
,,,,,,,,318,32388,9252,4416
,,,,,,,,319,34444,9836,4696
,,,,,,,,320,36512,10428,4976
,,,,,,,,321,38852,11096,5296
,,,,,,,,322,40692,11620,5548
,,,,,,,,323,41468,11840,5656
,,,,,,,,324,41208,11768,5616
,,,,,,,,325,40552,11580,5532
,,,,,,,,326,39792,11364,5424
,,,,,,,,327,39432,11260,5376
,,,,,,,,328,39752,11352,5420
,,,,,,,,329,42344,12092,5776
,,,,,,,,330,45880,13104,6256
,,,,,,,,331,45868,13100,6256
,,,,,,,,332,44840,12804,6116
,,,,,,,,333,43428,12404,5920
,,,,,,,,334,41708,11912,5688
,,,,,,,,335,39664,11328,5408
,,,,,,,,336,37284,10648,5084
,,,,,,,,337,35044,10008,4780
,,,,,,,,338,33704,9624,4596
,,,,,,,,339,33160,9472,4520
,,,,,,,,340,33096,9452,4512
,,,,,,,,341,33468,9556,4560
,,,,,,,,342,34400,9824,4688
,,,,,,,,343,36008,10284,4908
,,,,,,,,344,37744,10776,5148
,,,,,,,,345,40196,11480,5480
,,,,,,,,346,42040,12004,5732
,,,,,,,,347,43048,12292,5868
,,,,,,,,348,43384,12388,5916
,,,,,,,,349,43348,12380,5912
,,,,,,,,350,42908,12256,5852
,,,,,,,,351,42644,12180,5816
,,,,,,,,352,42988,12276,5860
,,,,,,,,353,45772,13072,6240
,,,,,,,,354,49412,14112,6736
,,,,,,,,355,49472,14128,6744
,,,,,,,,356,48096,13736,6560
,,,,,,,,357,46720,13344,6368
,,,,,,,,358,44392,12680,6052
,,,,,,,,359,41612,11884,5672
,,,,,,,,360,38828,11088,5292
,,,,,,,,361,36872,10532,5028
,,,,,,,,362,35852,10236,4888
,,,,,,,,363,35440,10120,4832
,,,,,,,,364,35456,10128,4832
,,,,,,,,365,36276,10360,4944
,,,,,,,,366,38416,10972,5236
,,,,,,,,367,41952,11980,5720
,,,,,,,,368,44556,12724,6076
,,,,,,,,369,46348,13236,6320
,,,,,,,,370,47348,13524,6456
,,,,,,,,371,47732,13632,6508
,,,,,,,,372,47352,13524,6456
,,,,,,,,373,46592,13304,6352
,,,,,,,,374,46060,13156,6280
,,,,,,,,375,45480,12988,6200
,,,,,,,,376,45568,13016,6212
,,,,,,,,377,47888,13676,6528
,,,,,,,,378,50980,14560,6948
,,,,,,,,379,50416,14400,6872
,,,,,,,,380,48892,13964,6664
,,,,,,,,381,46672,13328,6360
,,,,,,,,382,43472,12416,5928
,,,,,,,,383,39644,11320,5404
,,,,,,,,384,36112,10316,4924
,,,,,,,,385,33688,9620,4592
,,,,,,,,386,32320,9232,4404
,,,,,,,,387,31704,9056,4320
,,,,,,,,388,31540,9008,4300
,,,,,,,,389,32336,9236,4408
,,,,,,,,390,35084,10016,4784
,,,,,,,,391,40068,11444,5464
,,,,,,,,392,42992,12280,5860
,,,,,,,,393,43424,12404,5920
,,,,,,,,394,43444,12404,5920
,,,,,,,,395,43412,12400,5916
,,,,,,,,396,43244,12348,5896
,,,,,,,,397,43016,12284,5864
,,,,,,,,398,42964,12272,5856
,,,,,,,,399,42820,12228,5836
,,,,,,,,400,43232,12344,5896
,,,,,,,,401,45632,13032,6220
,,,,,,,,402,47960,13696,6540
,,,,,,,,403,47292,13504,6448
,,,,,,,,404,45868,13100,6252
,,,,,,,,405,43744,12496,5964
,,,,,,,,406,40580,11588,5532
,,,,,,,,407,36632,10460,4992
,,,,,,,,408,33080,9448,4508
,,,,,,,,409,30692,8764,4184
,,,,,,,,410,29472,8416,4016
,,,,,,,,411,28840,8236,3932
,,,,,,,,412,28768,8216,3920
,,,,,,,,413,29712,8484,4052
,,,,,,,,414,32780,9360,4468
,,,,,,,,415,38404,10968,5236
,,,,,,,,416,41348,11808,5636
,,,,,,,,417,41656,11896,5676
,,,,,,,,418,41908,11968,5712
,,,,,,,,419,42232,12060,5756
,,,,,,,,420,42252,12068,5760
,,,,,,,,421,42056,12012,5736
,,,,,,,,422,42008,12000,5728
,,,,,,,,423,41808,11940,5700
,,,,,,,,424,42160,12040,5748
,,,,,,,,425,44668,12756,6092
,,,,,,,,426,48888,13964,6664
,,,,,,,,427,49244,14064,6716
,,,,,,,,428,48388,13820,6596
,,,,,,,,429,46724,13344,6368
,,,,,,,,430,43900,12540,5984
,,,,,,,,431,40304,11512,5492
,,,,,,,,432,36996,10564,5044
,,,,,,,,433,34936,9976,4764
,,,,,,,,434,33952,9696,4628
,,,,,,,,435,33544,9580,4572
,,,,,,,,436,33620,9600,4584
,,,,,,,,437,34688,9904,4728
,,,,,,,,438,37784,10792,5152
,,,,,,,,439,43440,12404,5920
,,,,,,,,440,46404,13252,6324
,,,,,,,,441,46532,13288,6344
,,,,,,,,442,46296,13224,6312
,,,,,,,,443,46044,13148,6280
,,,,,,,,444,45472,12984,6200
,,,,,,,,445,44760,12784,6100
,,,,,,,,446,44312,12656,6040
,,,,,,,,447,43784,12504,5972
,,,,,,,,448,44084,12592,6012
,,,,,,,,449,46308,13224,6316
,,,,,,,,450,49408,14112,6736
,,,,,,,,451,49320,14084,6724
,,,,,,,,452,48468,13844,6608
,,,,,,,,453,46524,13288,6340
,,,,,,,,454,43460,12412,5924
,,,,,,,,455,39600,11308,5400
,,,,,,,,456,36100,10312,4924
,,,,,,,,457,33736,9636,4600
,,,,,,,,458,32400,9256,4420
,,,,,,,,459,31788,9076,4332
,,,,,,,,460,31652,9040,4316
,,,,,,,,461,32608,9316,4444
,,,,,,,,462,35464,10128,4836
,,,,,,,,463,40752,11640,5556
,,,,,,,,464,43564,12444,5936
,,,,,,,,465,43880,12532,5980
,,,,,,,,466,44008,12568,6000
,,,,,,,,467,44132,12604,6016
,,,,,,,,468,43952,12552,5992
,,,,,,,,469,43460,12412,5924
,,,,,,,,470,43144,12324,5880
,,,,,,,,471,42624,12172,5812
,,,,,,,,472,42696,12196,5820
,,,,,,,,473,44592,12736,6080
,,,,,,,,474,48100,13740,6560
,,,,,,,,475,47920,13684,6532
,,,,,,,,476,46744,13348,6372
,,,,,,,,477,45220,12916,6164
,,,,,,,,478,43044,12292,5868
,,,,,,,,479,40076,11444,5464
,,,,,,,,480,36972,10556,5040
,,,,,,,,481,34760,9928,4740
,,,,,,,,482,33520,9572,4568
,,,,,,,,483,32760,9356,4464
,,,,,,,,484,32464,9272,4424
,,,,,,,,485,32740,9352,4464
,,,,,,,,486,33800,9656,4608
,,,,,,,,487,35892,10252,4892
,,,,,,,,488,38384,10960,5232
,,,,,,,,489,41160,11756,5612
,,,,,,,,490,43580,12444,5940
,,,,,,,,491,45068,12872,6144
,,,,,,,,492,45704,13052,6232
,,,,,,,,493,45700,13052,6232
,,,,,,,,494,45120,12884,6152
,,,,,,,,495,44384,12676,6052
,,,,,,,,496,44072,12584,6008
,,,,,,,,497,45756,13064,6240
,,,,,,,,498,48644,13892,6632
,,,,,,,,499,48144,13748,6564
,,,,,,,,500,46476,13272,6336
,,,,,,,,501,44760,12780,6100
,,,,,,,,502,42536,12148,5796
,,,,,,,,503,39804,11368,5428
,,,,,,,,504,37132,10604,5064
,,,,,,,,505,35044,10008,4780
,,,,,,,,506,33896,9680,4624
,,,,,,,,507,33344,9520,4544
,,,,,,,,508,33100,9456,4512
,,,,,,,,509,33320,9516,4544
,,,,,,,,510,34228,9776,4664
,,,,,,,,511,35836,10236,4888
,,,,,,,,512,37596,10736,5128
,,,,,,,,513,39928,11400,5444
,,,,,,,,514,41364,11812,5640
,,,,,,,,515,41932,11976,5716
,,,,,,,,516,41924,11972,5712
,,,,,,,,517,41672,11900,5680
,,,,,,,,518,41356,11812,5636
,,,,,,,,519,41232,11776,5620
,,,,,,,,520,41304,11796,5632
,,,,,,,,521,43232,12344,5896
,,,,,,,,522,46108,13168,6284
,,,,,,,,523,46124,13172,6288
,,,,,,,,524,45280,12932,6176
,,,,,,,,525,43620,12460,5948
,,,,,,,,526,40888,11680,5572
,,,,,,,,527,37832,10804,5156
,,,,,,,,528,34732,9916,4736
,,,,,,,,529,32504,9284,4432
,,,,,,,,530,31368,8956,4276
,,,,,,,,531,30908,8828,4216
,,,,,,,,532,30932,8836,4220
,,,,,,,,533,31892,9108,4348
,,,,,,,,534,34816,9940,4744
,,,,,,,,535,40136,11460,5472
,,,,,,,,536,43124,12316,5876
,,,,,,,,537,43768,12504,5968
,,,,,,,,538,44132,12604,6016
,,,,,,,,539,44476,12704,6064
,,,,,,,,540,44412,12680,6056
,,,,,,,,541,43984,12560,5996
,,,,,,,,542,43684,12476,5956
,,,,,,,,543,43212,12340,5892
,,,,,,,,544,43232,12344,5896
,,,,,,,,545,45204,12908,6160
,,,,,,,,546,48076,13728,6556
,,,,,,,,547,47676,13616,6500
,,,,,,,,548,46164,13184,6296
,,,,,,,,549,43988,12560,5996
,,,,,,,,550,40788,11648,5560
,,,,,,,,551,36776,10500,5012
,,,,,,,,552,33140,9464,4520
,,,,,,,,553,30828,8804,4200
,,,,,,,,554,29364,8388,4000
,,,,,,,,555,28648,8180,3904
,,,,,,,,556,28464,8128,3880
,,,,,,,,557,29276,8360,3992
,,,,,,,,558,31976,9132,4360
,,,,,,,,559,37348,10664,5092
,,,,,,,,560,40312,11512,5496
,,,,,,,,561,40612,11600,5536
,,,,,,,,562,40444,11552,5512
,,,,,,,,563,40492,11564,5520
,,,,,,,,564,40324,11516,5496
,,,,,,,,565,39860,11384,5432
,,,,,,,,566,39556,11300,5392
,,,,,,,,567,39132,11176,5332
,,,,,,,,568,39164,11184,5340
,,,,,,,,569,41124,11744,5608
,,,,,,,,570,44728,12776,6100
,,,,,,,,571,44768,12784,6104
,,,,,,,,572,43704,12480,5956
,,,,,,,,573,41972,11988,5720
,,,,,,,,574,39104,11168,5328
,,,,,,,,575,35520,10144,4844
,,,,,,,,576,32168,9188,4384
,,,,,,,,577,30012,8572,4092
,,,,,,,,578,28928,8260,3944
,,,,,,,,579,28444,8124,3876
,,,,,,,,580,28468,8132,3880
,,,,,,,,581,29384,8392,4004
,,,,,,,,582,32348,9236,4408
,,,,,,,,583,37960,10840,5176
,,,,,,,,584,41092,11736,5604
,,,,,,,,585,41352,11808,5636
,,,,,,,,586,41584,11876,5672
,,,,,,,,587,41772,11928,5696
,,,,,,,,588,41664,11900,5680
,,,,,,,,589,41248,11780,5624
,,,,,,,,590,41024,11716,5592
,,,,,,,,591,40552,11580,5532
,,,,,,,,592,40488,11564,5520
,,,,,,,,593,42312,12084,5768
,,,,,,,,594,46292,13224,6312
,,,,,,,,595,46560,13300,6348
,,,,,,,,596,45500,12996,6204
,,,,,,,,597,43832,12520,5976
,,,,,,,,598,40844,11664,5568
,,,,,,,,599,36972,10556,5040
,,,,,,,,600,33540,9576,4572
,,,,,,,,601,31300,8940,4268
,,,,,,,,602,30156,8612,4112
,,,,,,,,603,29616,8456,4040
,,,,,,,,604,29592,8452,4036
,,,,,,,,605,30528,8720,4160
,,,,,,,,606,33372,9532,4548
,,,,,,,,607,38948,11120,5312
,,,,,,,,608,41928,11976,5716
,,,,,,,,609,42128,12032,5744
,,,,,,,,610,42000,11996,5728
,,,,,,,,611,41896,11964,5712
,,,,,,,,612,41620,11888,5672
,,,,,,,,613,41288,11792,5628
,,,,,,,,614,41256,11780,5624
,,,,,,,,615,41140,11748,5608
,,,,,,,,616,41456,11840,5652
,,,,,,,,617,43472,12416,5928
,,,,,,,,618,46640,13320,6360
,,,,,,,,619,46520,13284,6340
,,,,,,,,620,45444,12980,6196
,,,,,,,,621,43644,12464,5952
,,,,,,,,622,40764,11640,5556
,,,,,,,,623,36976,10560,5040
,,,,,,,,624,33584,9592,4580
,,,,,,,,625,31288,8936,4264
,,,,,,,,626,29976,8560,4084
,,,,,,,,627,29372,8388,4004
,,,,,,,,628,29156,8328,3976
,,,,,,,,629,29928,8548,4080
,,,,,,,,630,32568,9300,4440
,,,,,,,,631,37552,10724,5120
,,,,,,,,632,40932,11688,5580
,,,,,,,,633,41976,11988,5724
,,,,,,,,634,42660,12184,5816
,,,,,,,,635,43120,12316,5876
,,,,,,,,636,43268,12356,5896
,,,,,,,,637,42972,12272,5856
,,,,,,,,638,42628,12176,5812
,,,,,,,,639,42064,12012,5736
,,,,,,,,640,41872,11960,5708
,,,,,,,,641,43152,12324,5884
,,,,,,,,642,45016,12856,6140
,,,,,,,,643,44352,12668,6048
,,,,,,,,644,42860,12240,5844
,,,,,,,,645,41248,11780,5624
,,,,,,,,646,39068,11160,5328
,,,,,,,,647,36164,10328,4928
,,,,,,,,648,33220,9488,4528
,,,,,,,,649,30852,8812,4204
,,,,,,,,650,29424,8404,4012
,,,,,,,,651,28696,8192,3912
,,,,,,,,652,28424,8116,3876
,,,,,,,,653,28680,8192,3912
,,,,,,,,654,29880,8536,4076
,,,,,,,,655,31956,9128,4356
,,,,,,,,656,34172,9756,4660
,,,,,,,,657,36516,10428,4980
,,,,,,,,658,38016,10860,5184
,,,,,,,,659,38684,11048,5272
,,,,,,,,660,38312,10940,5224
,,,,,,,,661,37588,10736,5124
,,,,,,,,662,36608,10456,4988
,,,,,,,,663,36008,10284,4908
,,,,,,,,664,36020,10288,4908
,,,,,,,,665,37740,10776,5148
,,,,,,,,666,41364,11812,5640
,,,,,,,,667,41664,11900,5680
,,,,,,,,668,40448,11552,5512
,,,,,,,,669,39208,11200,5348
,,,,,,,,670,37324,10660,5088
,,,,,,,,671,34920,9972,4760
,,,,,,,,672,32352,9240,4412
,,,,,,,,673,30268,8644,4124
,,,,,,,,674,29016,8288,3956
,,,,,,,,675,28352,8096,3864
,,,,,,,,676,28136,8032,3836
,,,,,,,,677,28404,8112,3872
,,,,,,,,678,29248,8356,3988
,,,,,,,,679,30796,8796,4200
,,,,,,,,680,32360,9240,4412
,,,,,,,,681,34692,9908,4728
,,,,,,,,682,36276,10360,4944
,,,,,,,,683,37140,10608,5064
,,,,,,,,684,37444,10696,5104
,,,,,,,,685,37328,10660,5088
,,,,,,,,686,36948,10552,5036
,,,,,,,,687,36548,10440,4984
,,,,,,,,688,36708,10484,5004
,,,,,,,,689,38824,11088,5292
,,,,,,,,690,43128,12316,5880
,,,,,,,,691,43800,12508,5972
,,,,,,,,692,42764,12212,5832
,,,,,,,,693,41152,11752,5612
,,,,,,,,694,38552,11012,5256
,,,,,,,,695,35396,10108,4824
,,,,,,,,696,32460,9272,4424
,,,,,,,,697,30476,8704,4156
,,,,,,,,698,29496,8424,4020
,,,,,,,,699,29112,8316,3968
,,,,,,,,700,29228,8348,3984
,,,,,,,,701,30284,8648,4128
,,,,,,,,702,33272,9500,4536
,,,,,,,,703,38904,11112,5304
,,,,,,,,704,41924,11972,5712
,,,,,,,,705,42320,12084,5772
,,,,,,,,706,42680,12188,5816
,,,,,,,,707,42644,12180,5816
,,,,,,,,708,42460,12124,5788
,,,,,,,,709,42128,12032,5744
,,,,,,,,710,41816,11940,5700
,,,,,,,,711,41372,11816,5640
,,,,,,,,712,41516,11860,5660
,,,,,,,,713,43268,12356,5896
,,,,,,,,714,47380,13532,6460
,,,,,,,,715,47896,13680,6532
,,,,,,,,716,46768,13356,6376
,,,,,,,,717,45012,12856,6140
,,,,,,,,718,41940,11980,5716
,,,,,,,,719,38036,10860,5188
,,,,,,,,720,34532,9860,4704
,,,,,,,,721,32336,9236,4408
,,,,,,,,722,31136,8896,4244
