Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3
,,,,,,,,129,32670,9330,4452
,,,,,,,,130,32703,9339,4458
,,,,,,,,131,32559,9300,4437
,,,,,,,,132,32076,9159,4374
,,,,,,,,133,31545,9009,4302
,,,,,,,,134,31269,8928,4263
,,,,,,,,135,30834,8805,4203
,,,,,,,,136,30981,8850,4224
,,,,,,,,137,32790,9363,4470
,,,,,,,,138,34521,9858,4707
,,,,,,,,139,33966,9702,4632
,,,,,,,,140,32988,9420,4497
,,,,,,,,141,31683,9048,4320
,,,,,,,,142,29982,8565,4089
,,,,,,,,143,27672,7905,3771
,,,,,,,,144,25296,7224,3450
,,,,,,,,145,23457,6702,3198
,,,,,,,,146,22440,6408,3060
,,,,,,,,147,21888,6249,2982
,,,,,,,,148,21663,6189,2952
,,,,,,,,149,21879,6249,2982
,,,,,,,,150,22713,6486,3096
,,,,,,,,151,24219,6915,3300
,,,,,,,,152,25806,7368,3516
,,,,,,,,153,27429,7833,3741
,,,,,,,,154,28413,8112,3873
,,,,,,,,155,28689,8193,3909
,,,,,,,,156,28458,8127,3879
,,,,,,,,157,27936,7977,3807
,,,,,,,,158,27345,7809,3726
,,,,,,,,159,26928,7692,3672
,,,,,,,,160,27216,7773,3708
,,,,,,,,161,29208,8340,3984
,,,,,,,,162,31209,8910,4254
,,,,,,,,163,30840,8808,4206
,,,,,,,,164,29850,8526,4071
,,,,,,,,165,28914,8256,3942
,,,,,,,,166,27561,7872,3756
,,,,,,,,167,25791,7365,3516
,,,,,,,,168,23844,6810,3252
,,,,,,,,169,22212,6342,3030
,,,,,,,,170,21267,6072,2898
,,,,,,,,171,20706,5913,2823
,,,,,,,,172,20556,5871,2802
,,,,,,,,173,20712,5916,2823
,,,,,,,,174,21315,6087,2907
,,,,,,,,175,22482,6420,3063
,,,,,,,,176,23703,6768,3231
,,,,,,,,177,25404,7254,3462
,,,,,,,,178,26718,7632,3642
,,,,,,,,179,27549,7869,3756
,,,,,,,,180,28068,8016,3828
,,,,,,,,181,28158,8040,3840
,,,,,,,,182,28002,7995,3816
,,,,,,,,183,27903,7968,3804
,,,,,,,,184,28293,8082,3858
,,,,,,,,185,30720,8775,4188
,,,,,,,,186,33243,9495,4533
,,,,,,,,187,33192,9480,4527
,,,,,,,,188,32337,9234,4407
,,,,,,,,189,31215,8913,4254
,,,,,,,,190,29373,8388,4005
,,,,,,,,191,26949,7695,3675
,,,,,,,,192,24828,7092,3384
,,,,,,,,193,23439,6693,3195
,,,,,,,,194,22770,6504,3105
,,,,,,,,195,22521,6432,3072
,,,,,,,,196,22608,6456,3081
,,,,,,,,197,23424,6690,3195
,,,,,,,,198,25776,7362,3513
,,,,,,,,199,30009,8571,4089
,,,,,,,,200,32454,9270,4425
,,,,,,,,201,32694,9336,4458
,,,,,,,,202,32727,9345,4461
,,,,,,,,203,32709,9342,4461
,,,,,,,,204,32430,9261,4422
,,,,,,,,205,31881,9105,4347
,,,,,,,,206,31539,9006,4302
,,,,,,,,207,31098,8880,4242
,,,,,,,,208,31203,8910,4254
,,,,,,,,209,33303,9510,4542
,,,,,,,,210,36132,10320,4926
,,,,,,,,211,36045,10293,4914
,,,,,,,,212,35079,10017,4782
,,,,,,,,213,33675,9615,4590
,,,,,,,,214,31359,8955,4275
,,,,,,,,215,28410,8112,3873
,,,,,,,,216,25800,7368,3516
,,,,,,,,217,24087,6879,3285
,,,,,,,,218,23235,6636,3165
,,,,,,,,219,22767,6501,3105
,,,,,,,,220,22734,6492,3099
,,,,,,,,221,23391,6681,3189
,,,,,,,,222,25563,7302,3483
,,,,,,,,223,29679,8475,4047
,,,,,,,,224,31878,9105,4347
,,,,,,,,225,31995,9138,4362
,,,,,,,,226,32157,9183,4383
,,,,,,,,227,32169,9186,4386
,,,,,,,,228,31857,9099,4344
,,,,,,,,229,31332,8949,4272
,,,,,,,,230,31065,8871,4236
,,,,,,,,231,30786,8790,4197
,,,,,,,,232,30996,8850,4224
,,,,,,,,233,33024,9432,4503
,,,,,,,,234,35334,10089,4815
,,,,,,,,235,35073,10017,4782
,,,,,,,,236,34203,9768,4665
,,,,,,,,237,32919,9402,4488
,,,,,,,,238,30750,8781,4194
,,,,,,,,239,27891,7965,3801
,,,,,,,,240,25404,7254,3462
,,,,,,,,241,23826,6807,3249
,,,,,,,,242,23037,6579,3141
,,,,,,,,243,22674,6474,3090
,,,,,,,,244,22776,6504,3105
,,,,,,,,245,23490,6708,3201
,,,,,,,,246,25839,7377,3522
,,,,,,,,247,29973,8562,4089
,,,,,,,,248,32166,9186,4386
,,,,,,,,249,32169,9186,4386
,,,,,,,,250,31977,9132,4359
,,,,,,,,251,31863,9099,4344
,,,,,,,,252,31608,9027,4308
,,,,,,,,253,31164,8898,4248
,,,,,,,,254,30984,8850,4224
,,,,,,,,255,30690,8763,4182
,,,,,,,,256,30897,8823,4212
,,,,,,,,257,32895,9393,4485
,,,,,,,,258,35343,10095,4818
,,,,,,,,259,35211,10056,4800
,,,,,,,,260,34344,9810,4680
,,,,,,,,261,33027,9432,4503
,,,,,,,,262,30765,8787,4194
,,,,,,,,263,27825,7947,3795
,,,,,,,,264,25236,7206,3438
,,,,,,,,265,23526,6717,3207
,,,,,,,,266,22587,6450,3078
,,,,,,,,267,22143,6324,3018
,,,,,,,,268,22134,6321,3015
,,,,,,,,269,22821,6516,3111
,,,,,,,,270,24966,7128,3405
,,,,,,,,271,28824,8232,3930
,,,,,,,,272,31491,8994,4293
,,,,,,,,273,32232,9204,4392
,,,,,,,,274,32757,9357,4467
,,,,,,,,275,33219,9486,4527
,,,,,,,,276,33336,9519,4545
,,,,,,,,277,33204,9483,4527
,,,,,,,,278,33057,9441,4506
,,,,,,,,279,32619,9315,4446
,,,,,,,,280,32541,9294,4437
,,,,,,,,281,34092,9738,4650
,,,,,,,,282,35853,10239,4890
,,,,,,,,283,35490,10134,4839
,,,,,,,,284,34437,9834,4695
,,,,,,,,285,32991,9420,4497
,,,,,,,,286,30672,8760,4179
,,,,,,,,287,27753,7926,3783
,,,,,,,,288,25215,7200,3438
,,,,,,,,289,23433,6693,3195
,,,,,,,,290,22539,6435,3072
,,,,,,,,291,22113,6315,3012
,,,,,,,,292,22032,6294,3003
,,,,,,,,293,22626,6462,3084
,,,,,,,,294,24651,7041,3360
,,,,,,,,295,28503,8139,3885
,,,,,,,,296,31020,8859,4227
,,,,,,,,297,31509,9000,4296
,,,,,,,,298,31644,9036,4314
,,,,,,,,299,31686,9048,4320
,,,,,,,,300,31548,9009,4302
,,,,,,,,301,31260,8928,4263
,,,,,,,,302,31134,8892,4245
,,,,,,,,303,31017,8859,4227
,,,,,,,,304,31467,8985,4290
,,,,,,,,305,33423,9546,4557
,,,,,,,,306,35385,10107,4824
,,,,,,,,307,35064,10014,4782
,,,,,,,,308,34167,9759,4659
,,,,,,,,309,33030,9435,4503
,,,,,,,,310,31335,8949,4272
,,,,,,,,311,29061,8298,3963
,,,,,,,,312,26793,7650,3651
,,,,,,,,313,25023,7146,3411
,,,,,,,,314,23988,6852,3270
,,,,,,,,315,23406,6687,3192
,,,,,,,,316,23226,6633,3165
,,,,,,,,317,23469,6702,3198
,,,,,,,,318,24291,6939,3312
,,,,,,,,319,25833,7377,3522
,,,,,,,,320,27384,7821,3732
,,,,,,,,321,29139,8322,3972
,,,,,,,,322,30519,8715,4161
,,,,,,,,323,31101,8880,4242
,,,,,,,,324,30906,8826,4212
,,,,,,,,325,30414,8685,4149
,,,,,,,,326,29844,8523,4068
,,,,,,,,327,29574,8445,4032
,,,,,,,,328,29814,8514,4065
,,,,,,,,329,31758,9069,4332
,,,,,,,,330,34410,9828,4692
,,,,,,,,331,34401,9825,4692
,,,,,,,,332,33630,9603,4587
,,,,,,,,333,32571,9303,4440
,,,,,,,,334,31281,8934,4266
,,,,,,,,335,29748,8496,4056
,,,,,,,,336,27963,7986,3813
,,,,,,,,337,26283,7506,3585
,,,,,,,,338,25278,7218,3447
,,,,,,,,339,24870,7104,3390
,,,,,,,,340,24822,7089,3384
,,,,,,,,341,25101,7167,3420
,,,,,,,,342,25800,7368,3516
,,,,,,,,343,27006,7713,3681
,,,,,,,,344,28308,8082,3861
,,,,,,,,345,30147,8610,4110
,,,,,,,,346,31530,9003,4299
,,,,,,,,347,32286,9219,4401
,,,,,,,,348,32538,9291,4437
,,,,,,,,349,32511,9285,4434
,,,,,,,,350,32181,9192,4389
,,,,,,,,351,31983,9135,4362
,,,,,,,,352,32241,9207,4395
,,,,,,,,353,34329,9804,4680
,,,,,,,,354,37059,10584,5052
,,,,,,,,355,37104,10596,5058
,,,,,,,,356,36072,10302,4920
,,,,,,,,357,35040,10008,4776
,,,,,,,,358,33294,9510,4539
,,,,,,,,359,31209,8913,4254
,,,,,,,,360,29121,8316,3969
,,,,,,,,361,27654,7899,3771
,,,,,,,,362,26889,7677,3666
,,,,,,,,363,26580,7590,3624
,,,,,,,,364,26592,7596,3624
,,,,,,,,365,27207,7770,3708
,,,,,,,,366,28812,8229,3927
,,,,,,,,367,31464,8985,4290
,,,,,,,,368,33417,9543,4557
,,,,,,,,369,34761,9927,4740
,,,,,,,,370,35511,10143,4842
,,,,,,,,371,35799,10224,4881
,,,,,,,,372,35514,10143,4842
,,,,,,,,373,34944,9978,4764
,,,,,,,,374,34545,9867,4710
,,,,,,,,375,34110,9741,4650
,,,,,,,,376,34176,9762,4659
,,,,,,,,377,35916,10257,4896
,,,,,,,,378,38235,10920,5211
,,,,,,,,379,37812,10800,5154
,,,,,,,,380,36669,10473,4998
,,,,,,,,381,35004,9996,4770
,,,,,,,,382,32604,9312,4446
,,,,,,,,383,29733,8490,4053
,,,,,,,,384,27084,7737,3693
,,,,,,,,385,25266,7215,3444
,,,,,,,,386,24240,6924,3303
,,,,,,,,387,23778,6792,3240
,,,,,,,,388,23655,6756,3225
,,,,,,,,389,24252,6927,3306
,,,,,,,,390,26313,7512,3588
,,,,,,,,391,30051,8583,4098
,,,,,,,,392,32244,9210,4395
,,,,,,,,393,32568,9303,4440
,,,,,,,,394,32583,9303,4440
,,,,,,,,395,32559,9300,4437
,,,,,,,,396,32433,9261,4422
,,,,,,,,397,32262,9213,4398
,,,,,,,,398,32223,9204,4392
,,,,,,,,399,32115,9171,4377
,,,,,,,,400,32424,9258,4422
,,,,,,,,401,34224,9774,4665
,,,,,,,,402,35970,10272,4905
,,,,,,,,403,35469,10128,4836
,,,,,,,,404,34401,9825,4689
,,,,,,,,405,32808,9372,4473
,,,,,,,,406,30435,8691,4149
,,,,,,,,407,27474,7845,3744
,,,,,,,,408,24810,7086,3381
,,,,,,,,409,23019,6573,3138
,,,,,,,,410,22104,6312,3012
,,,,,,,,411,21630,6177,2949
,,,,,,,,412,21576,6162,2940
,,,,,,,,413,22284,6363,3039
,,,,,,,,414,24585,7020,3351
,,,,,,,,415,28803,8226,3927
,,,,,,,,416,31011,8856,4227
,,,,,,,,417,31242,8922,4257
,,,,,,,,418,31431,8976,4284
,,,,,,,,419,31674,9045,4317
,,,,,,,,420,31689,9051,4320
,,,,,,,,421,31542,9009,4302
,,,,,,,,422,31506,9000,4296
,,,,,,,,423,31356,8955,4275
,,,,,,,,424,31620,9030,4311
,,,,,,,,425,33501,9567,4569
,,,,,,,,426,36666,10473,4998
,,,,,,,,427,36933,10548,5037
,,,,,,,,428,36291,10365,4947
,,,,,,,,429,35043,10008,4776
,,,,,,,,430,32925,9405,4488
,,,,,,,,431,30228,8634,4119
,,,,,,,,432,27747,7923,3783
,,,,,,,,433,26202,7482,3573
,,,,,,,,434,25464,7272,3471
,,,,,,,,435,25158,7185,3429
,,,,,,,,436,25215,7200,3438
,,,,,,,,437,26016,7428,3546
,,,,,,,,438,28338,8094,3864
,,,,,,,,439,32580,9303,4440
,,,,,,,,440,34803,9939,4743
,,,,,,,,441,34899,9966,4758
,,,,,,,,442,34722,9918,4734
,,,,,,,,443,34533,9861,4710
,,,,,,,,444,34104,9738,4650
,,,,,,,,445,33570,9588,4575
,,,,,,,,446,33234,9492,4530
,,,,,,,,447,32838,9378,4479
,,,,,,,,448,33063,9444,4509
,,,,,,,,449,34731,9918,4737
,,,,,,,,450,37056,10584,5052
,,,,,,,,451,36990,10563,5043
,,,,,,,,452,36351,10383,4956
,,,,,,,,453,34893,9966,4755
,,,,,,,,454,32595,9309,4443
,,,,,,,,455,29700,8481,4050
,,,,,,,,456,27075,7734,3693
,,,,,,,,457,25302,7227,3450
,,,,,,,,458,24300,6942,3315
,,,,,,,,459,23841,6807,3249
,,,,,,,,460,23739,6780,3237
,,,,,,,,461,24456,6987,3333
,,,,,,,,462,26598,7596,3627
,,,,,,,,463,30564,8730,4167
,,,,,,,,464,32673,9333,4452
,,,,,,,,465,32910,9399,4485
,,,,,,,,466,33006,9426,4500
,,,,,,,,467,33099,9453,4512
,,,,,,,,468,32964,9414,4494
,,,,,,,,469,32595,9309,4443
,,,,,,,,470,32358,9243,4410
,,,,,,,,471,31968,9129,4359
,,,,,,,,472,32022,9147,4365
,,,,,,,,473,33444,9552,4560
,,,,,,,,474,36075,10305,4920
,,,,,,,,475,35940,10263,4899
,,,,,,,,476,35058,10011,4779
,,,,,,,,477,33915,9687,4623
,,,,,,,,478,32283,9219,4401
,,,,,,,,479,30057,8583,4098
,,,,,,,,480,27729,7917,3780
,,,,,,,,481,26070,7446,3555
,,,,,,,,482,25140,7179,3426
,,,,,,,,483,24570,7017,3348
,,,,,,,,484,24348,6954,3318
,,,,,,,,485,24555,7014,3348
,,,,,,,,486,25350,7242,3456
,,,,,,,,487,26919,7689,3669
,,,,,,,,488,28788,8220,3924
,,,,,,,,489,30870,8817,4209
,,,,,,,,490,32685,9333,4455
,,,,,,,,491,33801,9654,4608
,,,,,,,,492,34278,9789,4674
,,,,,,,,493,34275,9789,4674
,,,,,,,,494,33840,9663,4614
,,,,,,,,495,33288,9507,4539
,,,,,,,,496,33054,9438,4506
,,,,,,,,497,34317,9798,4680
,,,,,,,,498,36483,10419,4974
,,,,,,,,499,36108,10311,4923
,,,,,,,,500,34857,9954,4752
,,,,,,,,501,33570,9585,4575
,,,,,,,,502,31902,9111,4347
,,,,,,,,503,29853,8526,4071
,,,,,,,,504,27849,7953,3798
,,,,,,,,505,26283,7506,3585
,,,,,,,,506,25422,7260,3468
,,,,,,,,507,25008,7140,3408
,,,,,,,,508,24825,7092,3384
,,,,,,,,509,24990,7137,3408
,,,,,,,,510,25671,7332,3498
,,,,,,,,511,26877,7677,3666
,,,,,,,,512,28197,8052,3846
,,,,,,,,513,29946,8550,4083
,,,,,,,,514,31023,8859,4230
,,,,,,,,515,31449,8982,4287
,,,,,,,,516,31443,8979,4284
,,,,,,,,517,31254,8925,4260
,,,,,,,,518,31017,8859,4227
,,,,,,,,519,30924,8832,4215
,,,,,,,,520,30978,8847,4224
,,,,,,,,521,32424,9258,4422
,,,,,,,,522,34581,9876,4713
,,,,,,,,523,34593,9879,4716
,,,,,,,,524,33960,9699,4632
,,,,,,,,525,32715,9345,4461
,,,,,,,,526,30666,8760,4179
,,,,,,,,527,28374,8103,3867
,,,,,,,,528,26049,7437,3552
,,,,,,,,529,24378,6963,3324
,,,,,,,,530,23526,6717,3207
,,,,,,,,531,23181,6621,3162
,,,,,,,,532,23199,6627,3165
,,,,,,,,533,23919,6831,3261
,,,,,,,,534,26112,7455,3558
,,,,,,,,535,30102,8595,4104
,,,,,,,,536,32343,9237,4407
,,,,,,,,537,32826,9378,4476
,,,,,,,,538,33099,9453,4512
,,,,,,,,539,33357,9528,4548
,,,,,,,,540,33309,9510,4542
,,,,,,,,541,32988,9420,4497
,,,,,,,,542,32763,9357,4467
,,,,,,,,543,32409,9255,4419
,,,,,,,,544,32424,9258,4422
,,,,,,,,545,33903,9681,4620
,,,,,,,,546,36057,10296,4917
,,,,,,,,547,35757,10212,4875
,,,,,,,,548,34623,9888,4722
,,,,,,,,549,32991,9420,4497
,,,,,,,,550,30591,8736,4170
,,,,,,,,551,27582,7875,3759
,,,,,,,,552,24855,7098,3390
,,,,,,,,553,23121,6603,3150
,,,,,,,,554,22023,6291,3000
,,,,,,,,555,21486,6135,2928
,,,,,,,,556,21348,6096,2910
,,,,,,,,557,21957,6270,2994
,,,,,,,,558,23982,6849,3270
,,,,,,,,559,28011,7998,3819
,,,,,,,,560,30234,8634,4122
,,,,,,,,561,30459,8700,4152
,,,,,,,,562,30333,8664,4134
,,,,,,,,563,30369,8673,4140
,,,,,,,,564,30243,8637,4122
,,,,,,,,565,29895,8538,4074
,,,,,,,,566,29667,8475,4044
,,,,,,,,567,29349,8382,3999
,,,,,,,,568,29373,8388,4005
,,,,,,,,569,30843,8808,4206
,,,,,,,,570,33546,9582,4575
,,,,,,,,571,33576,9588,4578
,,,,,,,,572,32778,9360,4467
,,,,,,,,573,31479,8991,4290
,,,,,,,,574,29328,8376,3996
,,,,,,,,575,26640,7608,3633
,,,,,,,,576,24126,6891,3288
,,,,,,,,577,22509,6429,3069
,,,,,,,,578,21696,6195,2958
,,,,,,,,579,21333,6093,2907
,,,,,,,,580,21351,6099,2910
,,,,,,,,581,22038,6294,3003
,,,,,,,,582,24261,6927,3306
,,,,,,,,583,28470,8130,3882
,,,,,,,,584,30819,8802,4203
,,,,,,,,585,31014,8856,4227
,,,,,,,,586,31188,8907,4254
,,,,,,,,587,31329,8946,4272
,,,,,,,,588,31248,8925,4260
,,,,,,,,589,30936,8835,4218
,,,,,,,,590,30768,8787,4194
,,,,,,,,591,30414,8685,4149
,,,,,,,,592,30366,8673,4140
,,,,,,,,593,31734,9063,4326
,,,,,,,,594,34719,9918,4734
,,,,,,,,595,34920,9975,4761
,,,,,,,,596,34125,9747,4653
,,,,,,,,597,32874,9390,4482
,,,,,,,,598,30633,8748,4176
,,,,,,,,599,27729,7917,3780
,,,,,,,,600,25155,7182,3429
,,,,,,,,601,23475,6705,3201
,,,,,,,,602,22617,6459,3084
,,,,,,,,603,22212,6342,3030
,,,,,,,,604,22194,6339,3027
,,,,,,,,605,22896,6540,3120
,,,,,,,,606,25029,7149,3411
,,,,,,,,607,29211,8340,3984
,,,,,,,,608,31446,8982,4287
,,,,,,,,609,31596,9024,4308
,,,,,,,,610,31500,8997,4296
,,,,,,,,611,31422,8973,4284
,,,,,,,,612,31215,8916,4254
,,,,,,,,613,30966,8844,4221
,,,,,,,,614,30942,8835,4218
,,,,,,,,615,30855,8811,4206
,,,,,,,,616,31092,8880,4239
,,,,,,,,617,32604,9312,4446
,,,,,,,,618,34980,9990,4770
,,,,,,,,619,34890,9963,4755
,,,,,,,,620,34083,9735,4647
,,,,,,,,621,32733,9348,4464
,,,,,,,,622,30573,8730,4167
,,,,,,,,623,27732,7920,3780
,,,,,,,,624,25188,7194,3435
,,,,,,,,625,23466,6702,3198
,,,,,,,,626,22482,6420,3063
,,,,,,,,627,22029,6291,3003
,,,,,,,,628,21867,6246,2982
,,,,,,,,629,22446,6411,3060
,,,,,,,,630,24426,6975,3330
,,,,,,,,631,28164,8043,3840
,,,,,,,,632,30699,8766,4185
,,,,,,,,633,31482,8991,4293
,,,,,,,,634,31995,9138,4362
,,,,,,,,635,32340,9237,4407
,,,,,,,,636,32451,9267,4422
,,,,,,,,637,32229,9204,4392
,,,,,,,,638,31971,9132,4359
,,,,,,,,639,31548,9009,4302
,,,,,,,,640,31404,8970,4281
,,,,,,,,641,32364,9243,4413
,,,,,,,,642,33762,9642,4605
,,,,,,,,643,33264,9501,4536
,,,,,,,,644,32145,9180,4383
,,,,,,,,645,30936,8835,4218
,,,,,,,,646,29301,8370,3996
,,,,,,,,647,27123,7746,3696
,,,,,,,,648,24915,7116,3396
,,,,,,,,649,23139,6609,3153
,,,,,,,,650,22068,6303,3009
,,,,,,,,651,21522,6144,2934
,,,,,,,,652,21318,6087,2907
,,,,,,,,653,21510,6144,2934
,,,,,,,,654,22410,6402,3057
,,,,,,,,655,23967,6846,3267
,,,,,,,,656,25629,7317,3495
,,,,,,,,657,27387,7821,3735
,,,,,,,,658,28512,8145,3888
,,,,,,,,659,29013,8286,3954
,,,,,,,,660,28734,8205,3918
,,,,,,,,661,28191,8052,3843
,,,,,,,,662,27456,7842,3741
,,,,,,,,663,27006,7713,3681
,,,,,,,,664,27015,7716,3681
,,,,,,,,665,28305,8082,3861
,,,,,,,,666,31023,8859,4230
,,,,,,,,667,31248,8925,4260
,,,,,,,,668,30336,8664,4134
,,,,,,,,669,29406,8400,4011
,,,,,,,,670,27993,7995,3816
,,,,,,,,671,26190,7479,3570
,,,,,,,,672,24264,6930,3309
,,,,,,,,673,22701,6483,3093
,,,,,,,,674,21762,6216,2967
,,,,,,,,675,21264,6072,2898
,,,,,,,,676,21102,6024,2877
,,,,,,,,677,21303,6084,2904
,,,,,,,,678,21936,6267,2991
,,,,,,,,679,23097,6597,3150
,,,,,,,,680,24270,6930,3309
,,,,,,,,681,26019,7431,3546
,,,,,,,,682,27207,7770,3708
,,,,,,,,683,27855,7956,3798
,,,,,,,,684,28083,8022,3828
,,,,,,,,685,27996,7995,3816
,,,,,,,,686,27711,7914,3777
,,,,,,,,687,27411,7830,3738
,,,,,,,,688,27531,7863,3753
,,,,,,,,689,29118,8316,3969
,,,,,,,,690,32346,9237,4410
,,,,,,,,691,32850,9381,4479
,,,,,,,,692,32073,9159,4374
,,,,,,,,693,30864,8814,4209
,,,,,,,,694,28914,8259,3942
,,,,,,,,695,26547,7581,3618
,,,,,,,,696,24345,6954,3318
,,,,,,,,697,22857,6528,3117
,,,,,,,,698,22122,6318,3015
,,,,,,,,699,21834,6237,2976
,,,,,,,,700,21921,6261,2988
,,,,,,,,701,22713,6486,3096
,,,,,,,,702,24954,7125,3402
,,,,,,,,703,29178,8334,3978
,,,,,,,,704,31443,8979,4284
,,,,,,,,705,31740,9063,4329
,,,,,,,,706,32010,9141,4362
,,,,,,,,707,31983,9135,4362
,,,,,,,,708,31845,9093,4341
,,,,,,,,709,31596,9024,4308
,,,,,,,,710,31362,8955,4275
,,,,,,,,711,31029,8862,4230
,,,,,,,,712,31137,8895,4245
,,,,,,,,713,32451,9267,4422
,,,,,,,,714,35535,10149,4845
,,,,,,,,715,35922,10260,4899
,,,,,,,,716,35076,10017,4782
,,,,,,,,717,33759,9642,4605
,,,,,,,,718,31455,8985,4287
,,,,,,,,719,28527,8145,3891
,,,,,,,,720,25899,7395,3528
,,,,,,,,721,24252,6927,3306
,,,,,,,,722,23352,6672,3183
