Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3
,,,,,,,,83,55351.9,15806.1,7543.5
,,,,,,,,84,54806.7,15651,7473
,,,,,,,,85,54021.8,15430.1,7364.9
,,,,,,,,86,53556.5,15298.5,7303.8
,,,,,,,,87,53138.2,15176.3,7242.7
,,,,,,,,88,53688.1,15331.4,7317.9
,,,,,,,,89,57438.7,16407.7,7830.2
,,,,,,,,90,60493.7,17277.2,8248.5
,,,,,,,,91,60028.4,17140.9,8182.7
,,,,,,,,92,58627.8,16741.4,7994.7
,,,,,,,,93,56385.9,16102.2,7684.5
,,,,,,,,94,52672.9,15044.7,7181.6
,,,,,,,,95,47944.7,13695.8,6537.7
,,,,,,,,96,43569,12445.6,5940.8
,,,,,,,,97,40777.2,11646.6,5555.4
,,,,,,,,98,39282.6,11218.9,5358
,,,,,,,,99,38530.6,11002.7,5249.9
,,,,,,,,100,38389.6,10965.1,5235.8
,,,,,,,,101,39376.6,11247.1,5367.4
,,,,,,,,102,42605.5,12168.3,5809.2
,,,,,,,,103,48743.7,13921.4,6645.8
,,,,,,,,104,52339.2,14950.7,7134.6
,,,,,,,,105,52719.9,15058.8,7191
,,,,,,,,106,52954.9,15124.6,7219.2
,,,,,,,,107,52715.2,15054.1,7191
,,,,,,,,108,51977.3,14847.3,7087.6
,,,,,,,,109,51338.1,14659.3,6998.3
,,,,,,,,110,51084.3,14588.8,6965.4
,,,,,,,,111,50680.1,14476,6909
,,,,,,,,112,51009.1,14570,6951.3
,,,,,,,,113,54247.4,15491.2,7397.8
,,,,,,,,114,57795.9,16506.4,7877.2
,,,,,,,,115,57584.4,16445.3,7853.7
,,,,,,,,116,56277.8,16074,7670.4
,,,,,,,,117,54176.9,15472.4,7383.7
,,,,,,,,118,50703.6,14480.7,6913.7
,,,,,,,,119,46036.5,13145.9,6274.5
,,,,,,,,120,42003.9,11999.1,5724.6
,,,,,,,,121,39367.2,11242.4,5362.7
,,,,,,,,122,37933.7,10833.5,5170
,,,,,,,,123,37200.5,10622,5071.3
,,,,,,,,124,37017.2,10570.3,5047.8
,,,,,,,,125,37919.6,10828.8,5170
,,,,,,,,126,41125,11745.3,5607.1
,,,,,,,,127,47150.4,13465.5,6429.6
,,,,,,,,128,50760,14499.5,6923.1
,,,,,,,,129,51183,14617,6974.8
,,,,,,,,130,51234.7,14631.1,6984.2
,,,,,,,,131,51009.1,14570,6951.3
,,,,,,,,132,50252.4,14349.1,6852.6
,,,,,,,,133,49420.5,14114.1,6739.8
,,,,,,,,134,48988.1,13987.2,6678.7
,,,,,,,,135,48306.6,13794.5,6584.7
,,,,,,,,136,48536.9,13865,6617.6
,,,,,,,,137,51371,14668.7,7003
,,,,,,,,138,54082.9,15444.2,7374.3
,,,,,,,,139,53213.4,15199.8,7256.8
,,,,,,,,140,51681.2,14758,7045.3
,,,,,,,,141,49636.7,14175.2,6768
,,,,,,,,142,46971.8,13418.5,6406.1
,,,,,,,,143,43352.8,12384.5,5907.9
,,,,,,,,144,39630.4,11317.6,5405
,,,,,,,,145,36749.3,10499.8,5010.2
,,,,,,,,146,35156,10039.2,4794
,,,,,,,,147,34291.2,9790.1,4671.8
,,,,,,,,148,33938.7,9696.1,4624.8
,,,,,,,,149,34277.1,9790.1,4671.8
,,,,,,,,150,35583.7,10161.4,4850.4
,,,,,,,,151,37943.1,10833.5,5170
,,,,,,,,152,40429.4,11543.2,5508.4
,,,,,,,,153,42972.1,12271.7,5860.9
,,,,,,,,154,44513.7,12708.8,6067.7
,,,,,,,,155,44946.1,12835.7,6124.1
,,,,,,,,156,44584.2,12732.3,6077.1
,,,,,,,,157,43766.4,12497.3,5964.3
,,,,,,,,158,42840.5,12234.1,5837.4
,,,,,,,,159,42187.2,12050.8,5752.8
,,,,,,,,160,42638.4,12177.7,5809.2
,,,,,,,,161,45759.2,13066,6241.6
,,,,,,,,162,48894.1,13959,6664.6
,,,,,,,,163,48316,13799.2,6589.4
,,,,,,,,164,46765,13357.4,6377.9
,,,,,,,,165,45298.6,12934.4,6175.8
,,,,,,,,166,43178.9,12332.8,5884.4
,,,,,,,,167,40405.9,11538.5,5508.4
,,,,,,,,168,37355.6,10669,5094.8
,,,,,,,,169,34798.8,9935.8,4747
,,,,,,,,170,33318.3,9512.8,4540.2
,,,,,,,,171,32439.4,9263.7,4422.7
,,,,,,,,172,32204.4,9197.9,4389.8
,,,,,,,,173,32448.8,9268.4,4422.7
,,,,,,,,174,33393.5,9536.3,4554.3
,,,,,,,,175,35221.8,10058,4798.7
,,,,,,,,176,37134.7,10603.2,5061.9
,,,,,,,,177,39799.6,11364.6,5423.8
,,,,,,,,178,41858.2,11956.8,5705.8
,,,,,,,,179,43160.1,12328.1,5884.4
,,,,,,,,180,43973.2,12558.4,5997.2
,,,,,,,,181,44114.2,12596,6016
,,,,,,,,182,43869.8,12525.5,5978.4
,,,,,,,,183,43714.7,12483.2,5959.6
,,,,,,,,184,44325.7,12661.8,6044.2
,,,,,,,,185,48128,13747.5,6561.2
,,,,,,,,186,52080.7,14875.5,7101.7
,,,,,,,,187,52000.8,14852,7092.3
,,,,,,,,188,50661.3,14466.6,6904.3
,,,,,,,,189,48903.5,13963.7,6664.6
,,,,,,,,190,46017.7,13141.2,6274.5
,,,,,,,,191,42220.1,12055.5,5757.5
,,,,,,,,192,38897.2,11110.8,5301.6
,,,,,,,,193,36721.1,10485.7,5005.5
,,,,,,,,194,35673,10189.6,4864.5
,,,,,,,,195,35282.9,10076.8,4812.8
,,,,,,,,196,35419.2,10114.4,4826.9
,,,,,,,,197,36697.6,10481,5005.5
,,,,,,,,198,40382.4,11533.8,5503.7
,,,,,,,,199,47014.1,13427.9,6406.1
,,,,,,,,200,50844.6,14523,6932.5
,,,,,,,,201,51220.6,14626.4,6984.2
,,,,,,,,202,51272.3,14640.5,6988.9
,,,,,,,,203,51244.1,14635.8,6988.9
,,,,,,,,204,50807,14508.9,6927.8
,,,,,,,,205,49946.9,14264.5,6810.3
,,,,,,,,206,49411.1,14109.4,6739.8
,,,,,,,,207,48720.2,13912,6645.8
,,,,,,,,208,48884.7,13959,6664.6
,,,,,,,,209,52174.7,14899,7115.8
,,,,,,,,210,56606.8,16168,7717.4
,,,,,,,,211,56470.5,16125.7,7698.6
,,,,,,,,212,54957.1,15693.3,7491.8
,,,,,,,,213,52757.5,15063.5,7191
,,,,,,,,214,49129.1,14029.5,6697.5
,,,,,,,,215,44509,12708.8,6067.7
,,,,,,,,216,40420,11543.2,5508.4
,,,,,,,,217,37736.3,10777.1,5146.5
,,,,,,,,218,36401.5,10396.4,4958.5
,,,,,,,,219,35668.3,10184.9,4864.5
,,,,,,,,220,35616.6,10170.8,4855.1
,,,,,,,,221,36645.9,10466.9,4996.1
,,,,,,,,222,40048.7,11439.8,5456.7
,,,,,,,,223,46497.1,13277.5,6340.3
,,,,,,,,224,49942.2,14264.5,6810.3
,,,,,,,,225,50125.5,14316.2,6833.8
,,,,,,,,226,50379.3,14386.7,6866.7
,,,,,,,,227,50398.1,14391.4,6871.4
,,,,,,,,228,49909.3,14255.1,6805.6
,,,,,,,,229,49086.8,14020.1,6692.8
,,,,,,,,230,48668.5,13897.9,6636.4
,,,,,,,,231,48231.4,13771,6575.3
,,,,,,,,232,48560.4,13865,6617.6
,,,,,,,,233,51737.6,14776.8,7054.7
,,,,,,,,234,55356.6,15806.1,7543.5
,,,,,,,,235,54947.7,15693.3,7491.8
,,,,,,,,236,53584.7,15303.2,7308.5
,,,,,,,,237,51573.1,14729.8,7031.2
,,,,,,,,238,48175,13756.9,6570.6
,,,,,,,,239,43695.9,12478.5,5954.9
,,,,,,,,240,39799.6,11364.6,5423.8
,,,,,,,,241,37327.4,10664.3,5090.1
,,,,,,,,242,36091.3,10307.1,4920.9
,,,,,,,,243,35522.6,10142.6,4841
,,,,,,,,244,35682.4,10189.6,4864.5
,,,,,,,,245,36801,10509.2,5014.9
,,,,,,,,246,40481.1,11557.3,5517.8
,,,,,,,,247,46957.7,13413.8,6406.1
,,,,,,,,248,50393.4,14391.4,6871.4
,,,,,,,,249,50398.1,14391.4,6871.4
,,,,,,,,250,50097.3,14306.8,6829.1
,,,,,,,,251,49918.7,14255.1,6805.6
,,,,,,,,252,49519.2,14142.3,6749.2
,,,,,,,,253,48823.6,13940.2,6655.2
,,,,,,,,254,48541.6,13865,6617.6
,,,,,,,,255,48081,13728.7,6551.8
,,,,,,,,256,48405.3,13822.7,6598.8
,,,,,,,,257,51535.5,14715.7,7026.5
,,,,,,,,258,55370.7,15815.5,7548.2
,,,,,,,,259,55163.9,15754.4,7520
,,,,,,,,260,53805.6,15369,7332
,,,,,,,,261,51742.3,14776.8,7054.7
,,,,,,,,262,48198.5,13766.3,6570.6
,,,,,,,,263,43592.5,12450.3,5945.5
,,,,,,,,264,39536.4,11289.4,5386.2
,,,,,,,,265,36857.4,10523.3,5024.3
,,,,,,,,266,35386.3,10105,4822.2
,,,,,,,,267,34690.7,9907.6,4728.2
,,,,,,,,268,34676.6,9902.9,4723.5
,,,,,,,,269,35752.9,10208.4,4873.9
,,,,,,,,270,39113.4,11167.2,5334.5
,,,,,,,,271,45157.6,12896.8,6157
,,,,,,,,272,49335.9,14090.6,6725.7
,,,,,,,,273,50496.8,14419.6,6880.8
,,,,,,,,274,51319.3,14659.3,6998.3
,,,,,,,,275,52043.1,14861.4,7092.3
,,,,,,,,276,52226.4,14913.1,7120.5
,,,,,,,,277,52019.6,14856.7,7092.3
,,,,,,,,278,51789.3,14790.9,7059.4
,,,,,,,,279,51103.1,14593.5,6965.4
,,,,,,,,280,50980.9,14560.6,6951.3
,,,,,,,,281,53410.8,15256.2,7285
,,,,,,,,282,56169.7,16041.1,7661
,,,,,,,,283,55601,15876.6,7581.1
,,,,,,,,284,53951.3,15406.6,7355.5
,,,,,,,,285,51685.9,14758,7045.3
,,,,,,,,286,48052.8,13724,6547.1
,,,,,,,,287,43479.7,12417.4,5926.7
,,,,,,,,288,39503.5,11280,5386.2
,,,,,,,,289,36711.7,10485.7,5005.5
,,,,,,,,290,35311.1,10081.5,4812.8
,,,,,,,,291,34643.7,9893.5,4718.8
,,,,,,,,292,34516.8,9860.6,4704.7
,,,,,,,,293,35447.4,10123.8,4831.6
,,,,,,,,294,38619.9,11030.9,5264
,,,,,,,,295,44654.7,12751.1,6086.5
,,,,,,,,296,48598,13879.1,6622.3
,,,,,,,,297,49364.1,14100,6730.4
,,,,,,,,298,49575.6,14156.4,6758.6
,,,,,,,,299,49641.4,14175.2,6768
,,,,,,,,300,49425.2,14114.1,6739.8
,,,,,,,,301,48974,13987.2,6678.7
,,,,,,,,302,48776.6,13930.8,6650.5
,,,,,,,,303,48593.3,13879.1,6622.3
,,,,,,,,304,49298.3,14076.5,6721
,,,,,,,,305,52362.7,14955.4,7139.3
,,,,,,,,306,55436.5,15834.3,7557.6
,,,,,,,,307,54933.6,15688.6,7491.8
,,,,,,,,308,53528.3,15289.1,7299.1
,,,,,,,,309,51747,14781.5,7054.7
,,,,,,,,310,49091.5,14020.1,6692.8
,,,,,,,,311,45528.9,13000.2,6208.7
,,,,,,,,312,41975.7,11985,5719.9
,,,,,,,,313,39202.7,11195.4,5343.9
,,,,,,,,314,37581.2,10734.8,5123
,,,,,,,,315,36669.4,10476.3,5000.8
,,,,,,,,316,36387.4,10391.7,4958.5
,,,,,,,,317,36768.1,10499.8,5010.2
,,,,,,,,318,38055.9,10871.1,5188.8
,,,,,,,,319,40471.7,11557.3,5517.8
,,,,,,,,320,42901.6,12252.9,5846.8
,,,,,,,,321,45651.1,13037.8,6222.8
,,,,,,,,322,47813.1,13653.5,6518.9
,,,,,,,,323,48724.9,13912,6645.8
,,,,,,,,324,48419.4,13827.4,6598.8
,,,,,,,,325,47648.6,13606.5,6500.1
,,,,,,,,326,46755.6,13352.7,6373.2
,,,,,,,,327,46332.6,13230.5,6316.8
,,,,,,,,328,46708.6,13338.6,6368.5
,,,,,,,,329,49754.2,14208.1,6786.8
,,,,,,,,330,53909,15397.2,7350.8
,,,,,,,,331,53894.9,15392.5,7350.8
,,,,,,,,332,52687,15044.7,7186.3
,,,,,,,,333,51027.9,14574.7,6956
,,,,,,,,334,49006.9,13996.6,6683.4
,,,,,,,,335,46605.2,13310.4,6354.4
,,,,,,,,336,43808.7,12511.4,5973.7
,,,,,,,,337,41176.7,11759.4,5616.5
,,,,,,,,338,39602.2,11308.2,5400.3
,,,,,,,,339,38963,11129.6,5311
,,,,,,,,340,38887.8,11106.1,5301.6
,,,,,,,,341,39324.9,11228.3,5358
,,,,,,,,342,40420,11543.2,5508.4
,,,,,,,,343,42309.4,12083.7,5766.9
,,,,,,,,344,44349.2,12661.8,6048.9
,,,,,,,,345,47230.3,13489,6439
,,,,,,,,346,49397,14104.7,6735.1
,,,,,,,,347,50581.4,14443.1,6894.9
,,,,,,,,348,50976.2,14555.9,6951.3
,,,,,,,,349,50933.9,14546.5,6946.6
,,,,,,,,350,50416.9,14400.8,6876.1
,,,,,,,,351,50106.7,14311.5,6833.8
,,,,,,,,352,50510.9,14424.3,6885.5
,,,,,,,,353,53782.1,15359.6,7332
,,,,,,,,354,58059.1,16581.6,7914.8
,,,,,,,,355,58129.6,16600.4,7924.2
,,,,,,,,356,56512.8,16139.8,7708
,,,,,,,,357,54896,15679.2,7482.4
,,,,,,,,358,52160.6,14899,7111.1
,,,,,,,,359,48894.1,13963.7,6664.6
,,,,,,,,360,45622.9,13028.4,6218.1
,,,,,,,,361,43324.6,12375.1,5907.9
,,,,,,,,362,42126.1,12027.3,5743.4
,,,,,,,,363,41642,11891,5677.6
,,,,,,,,364,41660.8,11900.4,5677.6
,,,,,,,,365,42624.3,12173,5809.2
,,,,,,,,366,45138.8,12892.1,6152.3
,,,,,,,,367,49293.6,14076.5,6721
,,,,,,,,368,52353.3,14950.7,7139.3
,,,,,,,,369,54458.9,15552.3,7426
,,,,,,,,370,55633.9,15890.7,7585.8
,,,,,,,,371,56085.1,16017.6,7646.9
,,,,,,,,372,55638.6,15890.7,7585.8
,,,,,,,,373,54745.6,15632.2,7463.6
,,,,,,,,374,54120.5,15458.3,7379
,,,,,,,,375,53439,15260.9,7285
,,,,,,,,376,53542.4,15293.8,7299.1
,,,,,,,,377,56268.4,16069.3,7670.4
,,,,,,,,378,59901.5,17108,8163.9
,,,,,,,,379,59238.8,16920,8074.6
,,,,,,,,380,57448.1,16407.7,7830.2
,,,,,,,,381,54839.6,15660.4,7473
,,,,,,,,382,51079.6,14588.8,6965.4
,,,,,,,,383,46581.7,13301,6349.7
,,,,,,,,384,42431.6,12121.3,5785.7
,,,,,,,,385,39583.4,11303.5,5395.6
,,,,,,,,386,37976,10847.6,5174.7
,,,,,,,,387,37252.2,10640.8,5076
,,,,,,,,388,37059.5,10584.4,5052.5
,,,,,,,,389,37994.8,10852.3,5179.4
,,,,,,,,390,41223.7,11768.8,5621.2
,,,,,,,,391,47079.9,13446.7,6420.2
,,,,,,,,392,50515.6,14429,6885.5
,,,,,,,,393,51023.2,14574.7,6956
,,,,,,,,394,51046.7,14574.7,6956
,,,,,,,,395,51009.1,14570,6951.3
,,,,,,,,396,50811.7,14508.9,6927.8
,,,,,,,,397,50543.8,14433.7,6890.2
,,,,,,,,398,50482.7,14419.6,6880.8
,,,,,,,,399,50313.5,14367.9,6857.3
,,,,,,,,400,50797.6,14504.2,6927.8
,,,,,,,,401,53617.6,15312.6,7308.5
,,,,,,,,402,56353,16092.8,7684.5
,,,,,,,,403,55568.1,15867.2,7576.4
,,,,,,,,404,53894.9,15392.5,7346.1
,,,,,,,,405,51399.2,14682.8,7007.7
,,,,,,,,406,47681.5,13615.9,6500.1
,,,,,,,,407,43042.6,12290.5,5865.6
,,,,,,,,408,38869,11101.4,5296.9
,,,,,,,,409,36063.1,10297.7,4916.2
,,,,,,,,410,34629.6,9888.8,4718.8
,,,,,,,,411,33887,9677.3,4620.1
,,,,,,,,412,33802.4,9653.8,4606
,,,,,,,,413,34911.6,9968.7,4761.1
,,,,,,,,414,38516.5,10998,5249.9
,,,,,,,,415,45124.7,12887.4,6152.3
,,,,,,,,416,48583.9,13874.4,6622.3
,,,,,,,,417,48945.8,13977.8,6669.3
,,,,,,,,418,49241.9,14062.4,6711.6
,,,,,,,,419,49622.6,14170.5,6763.3
,,,,,,,,420,49646.1,14179.9,6768
,,,,,,,,421,49415.8,14114.1,6739.8
,,,,,,,,422,49359.4,14100,6730.4
,,,,,,,,423,49124.4,14029.5,6697.5
,,,,,,,,424,49538,14147,6753.9
,,,,,,,,425,52484.9,14988.3,7158.1
,,,,,,,,426,57443.4,16407.7,7830.2
,,,,,,,,427,57861.7,16525.2,7891.3
,,,,,,,,428,56855.9,16238.5,7750.3
,,,,,,,,429,54900.7,15679.2,7482.4
,,,,,,,,430,51582.5,14734.5,7031.2
,,,,,,,,431,47357.2,13526.6,6453.1
,,,,,,,,432,43470.3,12412.7,5926.7
,,,,,,,,433,41049.8,11721.8,5597.7
,,,,,,,,434,39893.6,11392.8,5437.9
,,,,,,,,435,39414.2,11256.5,5372.1
,,,,,,,,436,39503.5,11280,5386.2
,,,,,,,,437,40758.4,11637.2,5555.4
,,,,,,,,438,44396.2,12680.6,6053.6
,,,,,,,,439,51042,14574.7,6956
,,,,,,,,440,54524.7,15571.1,7430.7
,,,,,,,,441,54675.1,15613.4,7454.2
,,,,,,,,442,54397.8,15538.2,7416.6
,,,,,,,,443,54101.7,15448.9,7379
,,,,,,,,444,53429.6,15256.2,7285
,,,,,,,,445,52593,15021.2,7167.5
,,,,,,,,446,52066.6,14870.8,7097
,,,,,,,,447,51446.2,14692.2,7017.1
,,,,,,,,448,51798.7,14795.6,7064.1
,,,,,,,,449,54411.9,15538.2,7421.3
,,,,,,,,450,58054.4,16581.6,7914.8
,,,,,,,,451,57951,16548.7,7900.7
,,,,,,,,452,56949.9,16266.7,7764.4
,,,,,,,,453,54665.7,15613.4,7449.5
,,,,,,,,454,51065.5,14584.1,6960.7
,,,,,,,,455,46530,13286.9,6345
,,,,,,,,456,42417.5,12116.6,5785.7
,,,,,,,,457,39639.8,11322.3,5405
,,,,,,,,458,38070,10875.8,5193.5
,,,,,,,,459,37350.9,10664.3,5090.1
,,,,,,,,460,37191.1,10622,5071.3
,,,,,,,,461,38314.4,10946.3,5221.7
,,,,,,,,462,41670.2,11900.4,5682.3
,,,,,,,,463,47883.6,13677,6528.3
,,,,,,,,464,51187.7,14621.7,6974.8
,,,,,,,,465,51559,14725.1,7026.5
,,,,,,,,466,51709.4,14767.4,7050
,,,,,,,,467,51855.1,14809.7,7068.8
,,,,,,,,468,51643.6,14748.6,7040.6
,,,,,,,,469,51065.5,14584.1,6960.7
,,,,,,,,470,50694.2,14480.7,6909
,,,,,,,,471,50083.2,14302.1,6829.1
,,,,,,,,472,50167.8,14330.3,6838.5
,,,,,,,,473,52395.6,14964.8,7144
,,,,,,,,474,56517.5,16144.5,7708
,,,,,,,,475,56306,16078.7,7675.1
,,,,,,,,476,54924.2,15683.9,7487.1
,,,,,,,,477,53133.5,15176.3,7242.7
,,,,,,,,478,50576.7,14443.1,6894.9
,,,,,,,,479,47089.3,13446.7,6420.2
,,,,,,,,480,43442.1,12403.3,5922
,,,,,,,,481,40843,11665.4,5569.5
,,,,,,,,482,39386,11247.1,5367.4
,,,,,,,,483,38493,10993.3,5245.2
,,,,,,,,484,38145.2,10894.6,5198.2
,,,,,,,,485,38469.5,10988.6,5245.2
,,,,,,,,486,39715,11345.8,5414.4
,,,,,,,,487,42173.1,12046.1,5748.1
,,,,,,,,488,45101.2,12878,6147.6
,,,,,,,,489,48363,13813.3,6594.1
,,,,,,,,490,51206.5,14621.7,6979.5
,,,,,,,,491,52954.9,15124.6,7219.2
,,,,,,,,492,53702.2,15336.1,7322.6
,,,,,,,,493,53697.5,15336.1,7322.6
,,,,,,,,494,53016,15138.7,7228.6
,,,,,,,,495,52151.2,14894.3,7111.1
,,,,,,,,496,51784.6,14786.2,7059.4
,,,,,,,,497,53763.3,15350.2,7332
,,,,,,,,498,57156.7,16323.1,7792.6
,,,,,,,,499,56569.2,16153.9,7712.7
,,,,,,,,500,54609.3,15594.6,7444.8
,,,,,,,,501,52593,15016.5,7167.5
,,,,,,,,502,49979.8,14273.9,6810.3
,,,,,,,,503,46769.7,13357.4,6377.9
,,,,,,,,504,43630.1,12459.7,5950.2
,,,,,,,,505,41176.7,11759.4,5616.5
,,,,,,,,506,39827.8,11374,5433.2
,,,,,,,,507,39179.2,11186,5339.2
,,,,,,,,508,38892.5,11110.8,5301.6
,,,,,,,,509,39151,11181.3,5339.2
,,,,,,,,510,40217.9,11486.8,5480.2
,,,,,,,,511,42107.3,12027.3,5743.4
,,,,,,,,512,44175.3,12614.8,6025.4
,,,,,,,,513,46915.4,13395,6396.7
,,,,,,,,514,48602.7,13879.1,6627
,,,,,,,,515,49270.1,14071.8,6716.3
,,,,,,,,516,49260.7,14067.1,6711.6
,,,,,,,,517,48964.6,13982.5,6674
,,,,,,,,518,48593.3,13879.1,6622.3
,,,,,,,,519,48447.6,13836.8,6603.5
,,,,,,,,520,48532.2,13860.3,6617.6
,,,,,,,,521,50797.6,14504.2,6927.8
,,,,,,,,522,54176.9,15472.4,7383.7
,,,,,,,,523,54195.7,15477.1,7388.4
,,,,,,,,524,53204,15195.1,7256.8
,,,,,,,,525,51253.5,14640.5,6988.9
,,,,,,,,526,48043.4,13724,6547.1
,,,,,,,,527,44452.6,12694.7,6058.3
,,,,,,,,528,40810.1,11651.3,5564.8
,,,,,,,,529,38192.2,10908.7,5207.6
,,,,,,,,530,36857.4,10523.3,5024.3
,,,,,,,,531,36316.9,10372.9,4953.8
,,,,,,,,532,36345.1,10382.3,4958.5
,,,,,,,,533,37473.1,10701.9,5108.9
,,,,,,,,534,40908.8,11679.5,5574.2
,,,,,,,,535,47159.8,13465.5,6429.6
,,,,,,,,536,50670.7,14471.3,6904.3
,,,,,,,,537,51427.4,14692.2,7012.4
,,,,,,,,538,51855.1,14809.7,7068.8
,,,,,,,,539,52259.3,14927.2,7125.2
,,,,,,,,540,52184.1,14899,7115.8
,,,,,,,,541,51681.2,14758,7045.3
,,,,,,,,542,51328.7,14659.3,6998.3
,,,,,,,,543,50774.1,14499.5,6923.1
,,,,,,,,544,50797.6,14504.2,6927.8
,,,,,,,,545,53114.7,15166.9,7238
,,,,,,,,546,56489.3,16130.4,7703.3
,,,,,,,,547,56019.3,15998.8,7637.5
,,,,,,,,548,54242.7,15491.2,7397.8
,,,,,,,,549,51685.9,14758,7045.3
,,,,,,,,550,47925.9,13686.4,6533
,,,,,,,,551,43211.8,12337.5,5889.1
,,,,,,,,552,38939.5,11120.2,5311
,,,,,,,,553,36222.9,10344.7,4935
,,,,,,,,554,34502.7,9855.9,4700
,,,,,,,,555,33661.4,9611.5,4587.2
,,,,,,,,556,33445.2,9550.4,4559
,,,,,,,,557,34399.3,9823,4690.6
,,,,,,,,558,37571.8,10730.1,5123
,,,,,,,,559,43883.9,12530.2,5983.1
,,,,,,,,560,47366.6,13526.6,6457.8
,,,,,,,,561,47719.1,13630,6504.8
,,,,,,,,562,47521.7,13573.6,6476.6
,,,,,,,,563,47578.1,13587.7,6486
,,,,,,,,564,47380.7,13531.3,6457.8
